Batsman,Bowler,Probability of 0,Probability of 1,Probability of 2,Probability of 3,Probability of 4,Probability of 6,Probability of W,Balls Faced
NS Naik,JJ Bumrah,0.5,0.25,0,0,0,0,0.25,4
M Vohra,M Morkel,0.5,0,0.333333333,0,0,0,0.166666667,6
KS Williamson,SP Narine,0.5,0.5,0,0,0,0,0,2
WP Saha,CH Morris,0.5,0.25,0.25,0,0,0,0,4
DA Warner,AS Rajpoot,0,0.666666667,0.333333333,0,0,0,0,3
NV Ojha,S Kaushik,0.5,0.5,0,0,0,0,0,2
F du Plessis,R Vinay Kumar,0.727272727,0.181818182,0.090909091,0,0,0,0,11
JC Buttler,JP Faulkner,0.5,0.25,0,0,0.25,0,0,4
PP Chawla,DJ Bravo,0.75,0.25,0,0,0,0,0,4
HH Pandya,RP Singh,0,1,0,0,0,0,0,1
AR Patel,MC Henriques,0,0.5,0.25,0,0,0.25,0,4
CH Gayle,AR Patel,0.384615385,0.153846154,0,0,0,0.384615385,0.076923077,13
KH Pandya,MC Henriques,0.333333333,0.666666667,0,0,0,0,0,3
V Kohli,A Nehra,0.357142857,0.5,0,0,0.142857143,0,0,14
B Kumar,M Morkel,0.5,0,0,0,0,0,0.5,2
M Vijay,PP Chawla,0.5,0.25,0,0,0,0,0.25,4
AT Rayudu,I Sharma,0.5,0.5,0,0,0,0,0,2
A Mishra,MJ McClenaghan,1,0,0,0,0,0,0,1
CR Brathwaite,M Ashwin,0.25,0.25,0,0,0,0.5,0,4
R Ashwin,Yuvraj Singh,0,1,0,0,0,0,0,2
KL Rahul,Harbhajan Singh,0.25,0.625,0.125,0,0,0,0,8
WP Saha,Mustafizur Rahman,0.333333333,0.333333333,0.333333333,0,0,0,0,3
RG Sharma,SM Boland,0.615384615,0.230769231,0,0,0.153846154,0,0,13
LMP Simmons,I Sharma,0.5,0,0,0,0,0,0.5,2
RA Jadeja,KW Richardson,0,1,0,0,0,0,0,2
KS Williamson,SR Watson,0.25,0.375,0,0,0.25,0,0.125,8
SV Samson,UT Yadav,0.2,0.6,0,0,0.2,0,0,5
MC Henriques,UT Yadav,0.4,0.2,0,0,0.2,0,0.2,5
MC Henriques,SP Narine,0.166666667,0.5,0,0,0.166666667,0,0.166666667,6
Gurkeerat Singh,MJ McClenaghan,0,1,0,0,0,0,0,1
YK Pathan,HH Pandya,0,0.666666667,0,0,0.333333333,0,0,3
NV Ojha,R Bhatia,0.142857143,0.714285714,0,0,0,0.142857143,0,7
AM Rahane,MM Sharma,0,0,0,0,1,0,0,1
SS Tiwary,AS Rajpoot,0.2,0.6,0,0,0,0,0.2,5
STR Binny,B Kumar,0.75,0.25,0,0,0,0,0,4
V Kohli,SB Jakati,0,0.75,0.125,0,0.125,0,0,8
SS Tiwary,R Dhawan,0.333333333,0.333333333,0.166666667,0,0.166666667,0,0,6
MP Stoinis,DJ Bravo,0.428571429,0.285714286,0,0,0.142857143,0,0.142857143,7
AM Rahane,RA Jadeja,0.2,0.8,0,0,0,0,0,5
SA Yadav,CR Brathwaite,0.222222222,0.333333333,0.111111111,0,0.111111111,0.111111111,0.111111111,9
AT Rayudu,B Kumar,0.555555556,0.333333333,0,0,0.111111111,0,0,9
SA Yadav,Ankit Sharma,0.2,0.8,0,0,0,0,0,5
EJG Morgan,JP Duminy,0,1,0,0,0,0,0,1
DA Miller,DS Kulkarni,0.333333333,0,0.333333333,0,0,0,0.333333333,3
EJG Morgan,M Morkel,0,0.8,0,0,0,0.2,0,5
AJ Finch,S Aravind,0.6,0.4,0,0,0,0,0,5
EJG Morgan,R Dhawan,0.333333333,0.333333333,0.166666667,0,0,0.166666667,0,6
MP Stoinis,RA Jadeja,0.307692308,0.230769231,0.153846154,0,0.153846154,0.076923077,0.076923077,13
NLTC Perera,CJ Jordan,0.6,0,0.2,0,0,0,0.2,5
CH Gayle,DS Kulkarni,0.615384615,0.076923077,0,0,0.153846154,0,0.153846154,13
RR Pant,A Nehra,0.5,0.5,0,0,0,0,0,4
DA Warner,Anureet Singh,0.125,0.625,0,0,0.125,0,0.125,8
Ishan Kishan,KC Cariappa,0.428571429,0.428571429,0,0,0.142857143,0,0,7
RV Uthappa,Z Khan,0.25,0.416666667,0.083333333,0,0.25,0,0,12
Bipul Sharma,DS Kulkarni,0.25,0.25,0.25,0,0,0.25,0,4
MM Sharma,Sachin Baby,0.666666667,0,0,0,0,0,0.333333333,3
YK Pathan,P Kumar,0,1,0,0,0,0,0,2
CA Lynn,YS Chahal,0.5,0.25,0,0,0,0,0.25,4
Q de Kock,P Sahu,0.333333333,0.444444444,0.111111111,0,0.111111111,0,0,9
M Vijay,R Ashwin,0.421052632,0.473684211,0,0,0.052631579,0,0.052631579,19
NV Ojha,KW Richardson,0.666666667,0,0,0,0,0,0.333333333,3
MC Henriques,JP Duminy,0.25,0,0.25,0,0.25,0,0.25,4
AT Rayudu,Sandeep Sharma,0.375,0.375,0,0,0.125,0,0.125,8
KD Karthik,M Morkel,0.25,0.333333333,0.083333333,0,0.25,0,0.083333333,12
CH Morris,PV Tambe,0.25,0,0.25,0,0,0.5,0,4
MC Henriques,J Yadav,0,1,0,0,0,0,0,1
Shakib Al Hasan,AR Patel,0.428571429,0.285714286,0,0,0.142857143,0,0.142857143,7
SW Billings,M Ashwin,0.6,0.2,0,0,0.2,0,0,5
JP Duminy,N Rana,0.666666667,0.333333333,0,0,0,0,0,3
AP Tare,Sandeep Sharma,0.5,0,0,0,0,0,0.5,2
V Kohli,M Morkel,0.25,0.375,0.25,0,0,0.0625,0.0625,16
S Dhawan,Anureet Singh,0.625,0.125,0,0,0.25,0,0,8
Swapnil Singh,AD Russell,0.5,0,0,0,0,0,0.5,2
DJ Hooda,AB Dinda,0,0.666666667,0,0,0,0.333333333,0,3
AM Rahane,Mohammed Shami,0.2,0.333333333,0.066666667,0,0.333333333,0.066666667,0,15
C Munro,JJ Bumrah,0.666666667,0.333333333,0,0,0,0,0,3
DA Warner,Mohammed Shami,0,0.5,0,0,0.5,0,0,4
SK Raina,YK Pathan,0.5,0.25,0,0,0.25,0,0,4
F du Plessis,Harbhajan Singh,0.5,0.25,0,0,0,0,0.25,4
PSP Handscomb,Harbhajan Singh,0.2,0.6,0,0,0,0,0.2,5
F du Plessis,MM Sharma,0.111111111,0.666666667,0,0,0.111111111,0,0.111111111,9
M Vijay,Ankit Sharma,0.428571429,0.428571429,0,0,0.142857143,0,0,14
NM Coulter-Nile,AB Dinda,0.5,0.5,0,0,0,0,0,2
V Kohli,Shakib Al Hasan,0.181818182,0.727272727,0,0,0.090909091,0,0,11
AD Russell,A Ashish Reddy,0.666666667,0.333333333,0,0,0,0,0,3
KM Jadhav,B Kumar,0,0.666666667,0.166666667,0,0.166666667,0,0,6
A Ashish Reddy,UT Yadav,0.4,0.4,0,0,0,0.2,0,5
MA Agarwal,Harbhajan Singh,0.25,0.5,0,0,0,0.25,0,4
MK Pandey,M Ashwin,0,1,0,0,0,0,0,1
RA Jadeja,Iqbal Abdulla,0.4,0.4,0,0,0,0.2,0,5
SK Raina,AB Dinda,0,0.25,0.5,0,0.25,0,0,4
AM Rahane,B Kumar,0.8,0,0,0,0,0,0.2,10
Sachin Baby,RA Jadeja,1,0,0,0,0,0,0,1
MK Pandey,BB Sran,0.25,0.625,0,0,0,0.125,0,8
S Dhawan,HH Pandya,0.333333333,0,0.5,0,0.166666667,0,0,6
SA Yadav,TG Southee,0.333333333,0.333333333,0,0,0,0,0.333333333,3
Bipul Sharma,AB Dinda,0.5,0,0.5,0,0,0,0,2
DA Warner,MM Sharma,0.285714286,0.571428571,0,0,0.142857143,0,0,7
SR Watson,A Mishra,0.545454545,0.363636364,0,0,0,0.090909091,0,11
AJ Finch,BCJ Cutting,0.5,0.166666667,0,0,0.166666667,0,0.166666667,6
G Gambhir,BCJ Cutting,0.625,0.125,0.125,0,0,0,0.125,8
AT Rayudu,S Aravind,0.5,0.333333333,0.055555556,0,0.055555556,0.055555556,0,18
JO Holder,B Kumar,0.4,0.2,0.2,0,0,0,0.2,5
MS Dhoni,PV Tambe,0,1,0,0,0,0,0,1
DS Kulkarni,CJ Jordan,0.285714286,0.285714286,0.142857143,0,0,0,0.285714286,7
WP Saha,Yuvraj Singh,0.333333333,0.333333333,0,0,0.333333333,0,0,3
GJ Maxwell,JJ Bumrah,0.166666667,0.5,0.166666667,0,0,0,0.166666667,6
DA Miller,S Aravind,0.6,0.4,0,0,0,0,0,5
Yuvraj Singh,R Bhatia,0.5,0.375,0,0,0,0.125,0,8
N Rana,DJ Bravo,0.363636364,0.363636364,0,0,0.181818182,0,0.090909091,11
NLTC Perera,MM Sharma,0.25,0.5,0,0,0.125,0,0.125,8
BB McCullum,JA Morkel,0.25,0,0.25,0,0.375,0.125,0,8
YK Pathan,Iqbal Abdulla,0.6,0.2,0.2,0,0,0,0,5
CR Brathwaite,Mustafizur Rahman,0.666666667,0,0,0,0,0,0.333333333,3
F du Plessis,AD Russell,0,1,0,0,0,0,0,2
S Dhawan,CR Brathwaite,0.333333333,0.333333333,0,0,0,0,0.333333333,3
AD Nath,MJ McClenaghan,0.5,0,0,0,0,0,0.5,2
NLTC Perera,A Nehra,0.333333333,0.333333333,0,0,0,0,0.333333333,3
NV Ojha,DR Smith,0,0.5,0,0,0,0.5,0,2
KK Nair,BB Sran,0.368421053,0.263157895,0,0,0.263157895,0.105263158,0,19
Ishan Kishan,JP Duminy,0.5,0.5,0,0,0,0,0,2
AT Rayudu,P Sahu,0.142857143,0.714285714,0,0,0.142857143,0,0,7
M Vohra,I Sharma,0.428571429,0,0.142857143,0,0.428571429,0,0,7
AT Rayudu,R Bhatia,0.272727273,0.636363636,0,0,0.090909091,0,0,11
AD Russell,SR Watson,0,0.666666667,0.111111111,0,0.111111111,0.111111111,0,9
MS Dhoni,SR Watson,0.5,0.3,0,0,0,0.1,0.1,10
Harbhajan Singh,CH Morris,0.5,0,0,0,0,0,0.5,2
PA Patel,VR Aaron,0.6,0.2,0,0,0.2,0,0,5
AJ Finch,YS Chahal,0.5,0.5,0,0,0,0,0,10
KV Sharma,JO Holder,0.666666667,0,0.333333333,0,0,0,0,3
P Kumar,MM Sharma,0.428571429,0.142857143,0.142857143,0,0.142857143,0,0.142857143,7
RA Jadeja,R Bhatia,0.5,0.5,0,0,0,0,0,4
YK Pathan,DJ Bravo,0.470588235,0.470588235,0,0,0.058823529,0,0,17
KK Nair,NLTC Perera,0.75,0.25,0,0,0,0,0,8
JP Duminy,RA Jadeja,0,0.666666667,0,0,0.166666667,0.166666667,0,6
R Vinay Kumar,RP Singh,0.5,0,0,0,0,0,0.5,2
AM Rahane,SR Watson,0.307692308,0.384615385,0.076923077,0,0.153846154,0,0.076923077,13
KL Rahul,A Nehra,0.125,0.625,0.125,0,0.125,0,0,8
AB de Villiers,A Mishra,0.2,0.6,0.2,0,0,0,0,5
PA Patel,B Kumar,0.777777778,0.111111111,0,0,0,0,0.111111111,9
ER Dwivedi,YS Chahal,0,0.5,0,0,0.5,0,0,2
JC Buttler,DR Smith,0.363636364,0.454545455,0.090909091,0,0.090909091,0,0,11
S Dhawan,SK Raina,0.571428571,0.428571429,0,0,0,0,0,7
KH Pandya,DJ Bravo,0.285714286,0.285714286,0.285714286,0,0.142857143,0,0,7
KS Williamson,VR Aaron,0.416666667,0.25,0,0.083333333,0.25,0,0,12
AT Rayudu,KW Richardson,0,0.666666667,0,0,0.333333333,0,0,3
BCJ Cutting,S Kaushik,0.333333333,0.333333333,0,0,0,0,0.333333333,3
KP Pietersen,RA Jadeja,0.5,0.333333333,0.166666667,0,0,0,0,6
NV Ojha,MR Marsh,0.333333333,0.666666667,0,0,0,0,0,3
EJG Morgan,SP Narine,0.363636364,0.363636364,0.090909091,0,0.181818182,0,0,11
JO Holder,Mustafizur Rahman,0.571428571,0,0.142857143,0,0.142857143,0,0.142857143,7
Iqbal Abdulla,RA Jadeja,0.5,0.5,0,0,0,0,0,4
PA Patel,DS Kulkarni,0.625,0.25,0,0,0,0.125,0,8
Yuvraj Singh,YS Chahal,0.333333333,0.444444444,0,0,0.111111111,0.111111111,0,9
MJ McClenaghan,MM Sharma,0.5,0,0,0,0.5,0,0,2
SR Watson,MM Sharma,0.5,0.5,0,0,0,0,0,2
HH Pandya,DJ Bravo,0.666666667,0.333333333,0,0,0,0,0,3
HM Amla,R Ashwin,0.5,0,0,0,0.25,0,0.25,4
DJ Hooda,Anureet Singh,0.2,0.4,0.2,0,0.2,0,0,5
MK Pandey,J Suchith,0.125,0.25,0.375,0,0.125,0.125,0,8
Sandeep Sharma,Sachin Baby,0,1,0,0,0,0,0,2
SE Marsh,MC Henriques,0.285714286,0.571428571,0,0,0.142857143,0,0,7
UT Khawaja,A Nehra,0.333333333,0.166666667,0,0,0.333333333,0,0.166666667,6
HM Amla,Mustafizur Rahman,0.222222222,0.444444444,0,0,0.333333333,0,0,9
MK Pandey,MC Henriques,0.076923077,0.769230769,0.153846154,0,0,0,0,13
KA Pollard,KW Richardson,0.25,0.25,0,0,0,0.5,0,4
NLTC Perera,GJ Maxwell,0.5,0.5,0,0,0,0,0,4
MC Henriques,HH Pandya,0.5,0.5,0,0,0,0,0,2
BB McCullum,Z Khan,0.25,0.375,0,0,0,0.25,0.125,8
EJG Morgan,Harbhajan Singh,0,0.5,0,0,0.5,0,0,2
DA Miller,DJ Hooda,0.4,0.6,0,0,0,0,0,5
AB de Villiers,NLTC Perera,0.2,0.6,0,0,0,0,0.2,5
DJ Hooda,R Dhawan,0.5,0.5,0,0,0,0,0,2
MJ Guptill,P Kumar,0.5,0.5,0,0,0,0,0,2
JC Buttler,AR Patel,0.2,0.6,0,0,0.2,0,0,5
WP Saha,S Aravind,0,1,0,0,0,0,0,1
SPD Smith,A Nehra,0.666666667,0.166666667,0,0,0.166666667,0,0,12
PA Patel,KW Richardson,0.5,0,0,0,0,0,0.5,2
BB McCullum,MR Marsh,0,0.666666667,0,0,0.333333333,0,0,3
AJ Finch,V Kohli,0,0.75,0,0,0,0.25,0,4
SS Tiwary,SR Watson,0.727272727,0.181818182,0,0,0.090909091,0,0,11
DA Warner,R Dhawan,0.333333333,0.333333333,0.111111111,0,0.222222222,0,0,9
JP Duminy,SK Raina,0.333333333,0.5,0,0,0.166666667,0,0,6
SS Tiwary,MJ McClenaghan,0.625,0.375,0,0,0,0,0,8
SK Raina,UT Yadav,0.25,0.75,0,0,0,0,0,4
SR Watson,Mustafizur Rahman,0.5,0,0.166666667,0,0,0,0.333333333,6
KL Rahul,M Morkel,0.333333333,0.333333333,0,0,0.333333333,0,0,3
CR Brathwaite,SM Boland,0.5,0,0,0,0,0.25,0.25,4
RV Uthappa,HH Pandya,0,1,0,0,0,0,0,2
RG Sharma,SP Narine,0.384615385,0.461538462,0,0,0.153846154,0,0,13
R Ashwin,BB Sran,0.444444444,0.222222222,0.111111111,0,0.111111111,0,0.111111111,9
SR Watson,KC Cariappa,1,0,0,0,0,0,0,1
Gurkeerat Singh,CH Gayle,0,1,0,0,0,0,0,3
NM Coulter-Nile,GB Hogg,0.666666667,0,0,0,0.333333333,0,0,3
Q de Kock,HV Patel,0.222222222,0.444444444,0.111111111,0,0.111111111,0.111111111,0,9
G Gambhir,SR Watson,0.285714286,0.428571429,0,0,0.285714286,0,0,7
Sachin Baby,KA Pollard,0.25,0,0,0,0.25,0.5,0,4
SK Raina,S Nadeem,0,1,0,0,0,0,0,1
AB de Villiers,Sandeep Sharma,0.1,0.2,0.2,0,0.2,0.2,0.1,10
Yuvraj Singh,S Aravind,0,0.8,0,0,0.2,0,0,5
KK Nair,S Aravind,0,0.8,0,0,0.2,0,0,5
AB de Villiers,Mohammed Shami,0.5,0,0,0,0,0.5,0,2
KL Rahul,NLTC Perera,0.3,0.5,0,0,0,0.1,0.1,10
MS Dhoni,S Kaushik,0.333333333,0.666666667,0,0,0,0,0,3
Yuvraj Singh,R Sathish,0,0.5,0,0,0.5,0,0,2
S Dhawan,Shakib Al Hasan,0.166666667,0.166666667,0.166666667,0,0.333333333,0.166666667,0,6
SV Samson,S Kaushik,0.25,0.75,0,0,0,0,0,4
NV Ojha,P Kumar,0.4,0.2,0.2,0,0.2,0,0,5
AR Patel,J Yadav,0.444444444,0.444444444,0,0,0,0,0.111111111,9
AB de Villiers,AS Rajpoot,0.25,0.25,0.125,0,0.375,0,0,8
MK Pandey,JJ Bumrah,0,0.25,0.5,0,0.25,0,0,4
G Gambhir,KV Sharma,0.230769231,0.384615385,0.076923077,0,0.307692308,0,0,13
SE Marsh,A Mishra,0.5,0,0,0,0,0,0.5,2
HH Pandya,GB Hogg,1,0,0,0,0,0,0,1
SPD Smith,R Sathish,0.25,0.75,0,0,0,0,0,4
DR Smith,CH Morris,0.6,0,0,0,0.4,0,0,5
KH Pandya,JP Faulkner,0.2,0.4,0,0,0.4,0,0,5
SR Watson,KH Pandya,0.692307692,0.307692308,0,0,0,0,0,13
Q de Kock,DJ Hooda,0.25,0.75,0,0,0,0,0,4
DJ Bravo,Bipul Sharma,0.6,0.4,0,0,0,0,0,5
DJ Bravo,TA Boult,0.2,0.2,0,0,0.6,0,0,5
SPD Smith,TG Southee,0.2,0.2,0,0,0.6,0,0,5
Q de Kock,CH Gayle,0.333333333,0.5,0.166666667,0,0,0,0,6
Harbhajan Singh,DJ Bravo,0.4,0.3,0.1,0,0.1,0,0.1,10
G Gambhir,DS Kulkarni,0.25,0.25,0.25,0,0.25,0,0,4
EJG Morgan,SR Watson,0.2,0.4,0.2,0,0.2,0,0,5
RV Uthappa,Harbhajan Singh,0.333333333,0.333333333,0,0,0,0.166666667,0.166666667,6
Iqbal Abdulla,DJ Bravo,0.3,0.4,0,0,0.3,0,0,10
CH Gayle,A Nehra,0.5,0.5,0,0,0,0,0,2
B Kumar,NLTC Perera,0.2,0,0.2,0,0.4,0,0.2,5
V Kohli,MP Stoinis,0.4,0.4,0.2,0,0,0,0,5
Gurkeerat Singh,TG Southee,0.333333333,0.333333333,0,0,0.333333333,0,0,3
G Gambhir,CR Brathwaite,0.666666667,0.222222222,0,0,0.111111111,0,0,9
RG Sharma,R Ashwin,0.3,0.5,0.1,0,0.1,0,0,10
DA Warner,SP Narine,0.4,0.2,0,0,0.2,0.1,0.1,10
SS Tiwary,TG Southee,0.375,0.5,0.125,0,0,0,0,8
KH Pandya,R Sathish,0.333333333,0.333333333,0,0,0.333333333,0,0,3
EJG Morgan,NM Coulter-Nile,0.25,0,0.25,0,0,0.25,0.25,4
S Dhawan,AR Patel,0.666666667,0.333333333,0,0,0,0,0,3
R Dhawan,NLTC Perera,0,0.25,0.5,0,0,0.25,0,4
AM Rahane,AD Russell,0.538461538,0.307692308,0,0,0.076923077,0,0.076923077,13
AT Rayudu,HV Patel,0.25,0.25,0,0,0.5,0,0,4
SPD Smith,AR Patel,0.2,0.4,0.2,0,0.2,0,0,5
KS Williamson,R Bhatia,0.285714286,0.428571429,0.142857143,0,0.142857143,0,0,7
GJ Bailey,MC Henriques,0.333333333,0.5,0,0,0.083333333,0,0.083333333,12
SN Khan,HH Pandya,0,1,0,0,0,0,0,1
WP Saha,P Kumar,0.333333333,0.666666667,0,0,0,0,0,6
JP Duminy,Mustafizur Rahman,0,0.666666667,0.333333333,0,0,0,0,3
KD Karthik,Mustafizur Rahman,0.75,0,0,0,0,0,0.25,4
SS Iyer,TG Southee,0.714285714,0.285714286,0,0,0,0,0,7
RV Uthappa,Mohammed Shami,0.2,0.7,0,0,0.1,0,0,10
NV Ojha,M Morkel,0.285714286,0.285714286,0.142857143,0,0,0.142857143,0.142857143,7
SPD Smith,SP Narine,0.285714286,0.428571429,0.142857143,0,0.142857143,0,0,7
BB McCullum,RP Singh,0.285714286,0.285714286,0,0,0.142857143,0.285714286,0,7
MS Dhoni,M Morkel,0.166666667,0.166666667,0.166666667,0,0.333333333,0.166666667,0,6
SV Samson,S Aravind,0,1,0,0,0,0,0,2
SE Marsh,Mustafizur Rahman,0.75,0,0,0,0,0,0.25,4
ER Dwivedi,CJ Jordan,0.5,0.5,0,0,0,0,0,4
JA Morkel,UT Yadav,0.5,0.25,0,0,0,0,0.25,4
GJ Bailey,AD Russell,1,0,0,0,0,0,0,2
RG Sharma,Sandeep Sharma,0.545454545,0.272727273,0,0,0.090909091,0,0.090909091,11
NV Ojha,C Munro,0.333333333,0.666666667,0,0,0,0,0,3
G Gambhir,T Shamsi,0,0.5,0,0,0.25,0.25,0,4
SR Watson,JJ Bumrah,0.4,0,0,0,0,0.2,0.4,5
KH Pandya,S Nadeem,0.166666667,0.333333333,0.166666667,0,0.166666667,0.166666667,0,6
RA Jadeja,JO Holder,0,1,0,0,0,0,0,1
RG Sharma,P Negi,0,0.2,0.2,0,0.6,0,0,5
V Kohli,M Ashwin,0,0.75,0.25,0,0,0,0,4
M Vohra,A Mishra,0.5,0.25,0,0,0,0,0.25,4
AD Nath,VR Aaron,0,1,0,0,0,0,0,1
DA Warner,Kuldeep Yadav,0.4,0.4,0,0,0,0,0.2,5
CH Morris,JP Faulkner,0.25,0.25,0,0,0,0.5,0,4
KH Pandya,AR Patel,0.25,0.5,0,0,0,0.25,0,4
